github-api,.github/workflows/maven-build.yml,17,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_17.csv,target/japicmp/,{'com.github.siom79.japicmp#japicmp-maven-plugin': 0.576},1
github-api,.github/workflows/maven-build.yml,17,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_17.csv,target/site/,{'org.jacoco#maven-site-plugin': 0.367},1
github-api,.github/workflows/maven-build.yml,17,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_17.csv,target/surefire-reports/,{'maven-surefire-plugin': 0.301, 'org.apache.bcel#maven-project-info-reports-plugin': 0.177},2
github-api,.github/workflows/maven-build.yml,8,mvn -B clean install,github-api_maven-build-test8_os_ubuntu_java_8.csv,target/cache/,{},0
github-api,.github/workflows/maven-build.yml,8,mvn -B clean install,github-api_maven-build-test8_os_ubuntu_java_8.csv,target/surefire-reports/,{'maven-surefire-plugin': 0.301, 'org.apache.bcel#maven-project-info-reports-plugin': 0.177},2
junit4,.github/workflows/main.yml,11,./mvnw verify javadoc:javadoc site:site --batch-mode --errors --settings .github/workflows/settings.xml,junit4_main-buildandverify_java_11.csv,target/surefire-reports/,{'org.apache.maven.surefire#maven-surefire-plugin': 0.317},1
junit4,.github/workflows/main.yml,17,/mvnw verify javadoc:javadoc site:site --batch-mode --errors --settings .github/workflows/settings.xml,junit4_main-buildandverify_java_17.csv,target/surefire-reports/,{'org.apache.maven.surefire#maven-surefire-plugin': 0.317},1
junit4,.github/workflows/main.yml,18,./mvnw verify javadoc:javadoc site:site --batch-mode --errors --settings .github/workflows/settings.xml,junit4_main-buildandverify_java_18.csv,target/surefire-reports/,{'org.apache.maven.surefire#maven-surefire-plugin': 0.317},1
junit4,.github/workflows/main.yml,8,./mvnw verify javadoc:javadoc site:site --batch-mode --errors --settings .github/workflows/settings.xml,junit4_main-buildandverify_java_8.csv,target/surefire-reports/,{'org.apache.maven.surefire#maven-surefire-plugin': 0.317},1
kafdrop,.github/workflows/pull_request.yml,17,mvn -B verify,kafdrop_pull_request-build.csv,target/docker-ready/,{'com.spotify#docker-maven-plugin': 0.227},1
kafdrop,.github/workflows/pull_request.yml,17,mvn -B verify,kafdrop_pull_request-build.csv,target/surefire-reports/,{'maven-surefire-plugin': 0.301},1
matsim-example-project,.github/workflows/maven.yml,11,mvn -B verify,matsim-example-project_maven-build.csv,target/surefire-reports/,{'maven-surefire-plugin': 0.301},1
mcMMO,.github/workflows/maven.yml,17,mvn verify -B,mcMMO_maven-compile.csv,target/surefire-reports/,{'maven-surefire-plugin': 0.301},1
mooc-software-testing,.github/workflows/maven.yml,11,mvn -B package,mooc-software-testing_maven-build.csv,target/jacoco-ut/,{'org.jacoco#jacoco-maven-plugin': 0.417},1
mooc-software-testing,.github/workflows/maven.yml,11,mvn -B package,mooc-software-testing_maven-build.csv,target/site/,{'org.apache.maven.plugins#maven-site-plugin': 0.269},1
mooc-software-testing,.github/workflows/maven.yml,11,mvn -B package,mooc-software-testing_maven-build.csv,target/surefire-reports/,{'org.junit.platform#maven-surefire-plugin': 0.206},1
open-location-code,.github/workflows/main.yml,11,mvn package,open-location-code_main-testjava_java_11.csv,target/surefire-reports/,{'maven-surefire-plugin': 0.301},1
open-location-code,.github/workflows/main.yml,16,mvn package,open-location-code_main-testjava_java_16.csv,target/surefire-reports/,{'maven-surefire-plugin': 0.301},1
open-location-code,.github/workflows/main.yml,17,mvn package,open-location-code_main-testjava_java_17.csv,target/surefire-reports/,{'maven-surefire-plugin': 0.301},1
open-location-code,.github/workflows/main.yml,8,mvn package,open-location-code_main-testjava_java_8.csv,target/surefire-reports/,{'maven-surefire-plugin': 0.301},1
pipelines-java,.github/workflows/codeql-analysis.yml,11,mvn clean package -B -V -e -Dfindbugs.skip -Dcheckstyle.skip -Dpmd.skip=true -Dspotbugs.skip -Denforcer.skip -Dmaven.javadoc.skip -DskipTests -Dmaven.test.skip.exec -Dlicense.skip=true -Drat.skip=true -Dspotless.check.skip=true ,pipelines-java_codeql-analysis-analyze_language_java.csv,target/test-classes/,{},0
socket.io-client-java,.github/workflows/ci.yml,11,mvn verify -Dgpg.skip=true,socket.io-client-java_ci-verify_java_11.csv,target/surefire-reports/,{'maven-surefire-plugin': 0.301},1
socket.io-client-java,.github/workflows/ci.yml,7,mvn verify -Dgpg.skip=true,socket.io-client-java_ci-verify_java_7.csv,target/surefire-reports/,{'maven-surefire-plugin': 0.301},1
socket.io-client-java,.github/workflows/ci.yml,8,mvn verify -Dgpg.skip=true,socket.io-client-java_ci-verify_java_8.csv,target/surefire-reports/,{'maven-surefire-plugin': 0.301},1
soot,.github/workflows/ci.yml,11,mvn -B clean test -PJava11,soot_ci-BuildAndTest_java_version_11.csv,target/surefire-reports/,{'org.apache.maven.surefire#maven-surefire-plugin': 0.317},1
soot,.github/workflows/ci.yml,8,mvn -B clean test -PJava8,soot_ci-BuildAndTest_java_version_8.csv,target/surefire-reports/,{'org.apache.maven.surefire#maven-surefire-plugin': 0.317},1
soot,.github/workflows/ci.yml,9,mvn -B clean test -PJava9,soot_ci-BuildAndTest_java_version_9.csv,target/surefire-reports/,{'org.apache.maven.surefire#maven-surefire-plugin': 0.317},1
spring-framework-petclinic,.github/workflows/maven-build.yml,11,mvn -B package,spring-framework-petclinic_maven-build-build.csv,target/site/,{'org.apache.maven.plugins#maven-site-plugin': 0.269},1
spring-framework-petclinic,.github/workflows/maven-build.yml,11,mvn -B package,spring-framework-petclinic_maven-build-build.csv,target/surefire-reports/,{'maven-surefire-plugin': 0.301},1
spring-framework-petclinic,.github/workflows/maven-build.yml,11,mvn -B package,spring-framework-petclinic_maven-build-build.csv,target/.wro4j/,{'ro.isdc.wro4j#wro4j-maven-plugin': 0.619},1
spring-petclinic-rest,.github/workflows/maven-build.yml,11,mvn -B install,spring-petclinic-rest_maven-build-build.csv,target/site/,{'org.apache.maven.plugins#maven-site-plugin': 0.269},1
spring-petclinic-rest,.github/workflows/maven-build.yml,11,mvn -B install,spring-petclinic-rest_maven-build-build.csv,target/surefire-reports/,{'maven-surefire-plugin': 0.301},1
symphony,.github/workflows/ci.yml,11,mvn install -Dmaven.javadoc.skip=true -B -V -Pci,symphony_ci-build.csv,target/symphony/,{},0
symphony,.github/workflows/ci.yml,11,mvn install -Dmaven.javadoc.skip=true -B -V -Pci,symphony_ci-build.csv,target/test-classes/,{},0
